OBJECTID,CITY,CITY_ID,CITY_TYPE,CITY_NAME,CITY_LABEL,COLOR_CODE,ABBR,CITY_NO,DESCRIPTN,URL,PHONE,OF_AREA_SM,FEAT_TYPE,COMMENT,COLOR_EGIS,POPULATION,ShapeSTArea,ShapeSTLength
47271,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,822419.8828125,4076.61235884613
47272,,,City,Sierra Madre,Sierra Madre,4,,76,SMAD,cityofsierramadre.com/,6263557135,2.932,Land,,"Green - RGB 203,255,112",,82445642.7001953,40137.842828667
47273,,,City,Arcadia,Arcadia,3,,3,ARC,www.ci.arcadia.ca.us,6265745400,11.368,Land,,"Purple - RGB 185,185,250",,309686069.530273,132160.424824705
47274,,,City,Glendora,Glendora,4,,29,GLNDR,www.ci.glendora.ca.us,6269148200,19.525,Land,,"Green - RGB 203,255,112",,547798659.234375,165573.817504333
47275,,,City,Monrovia,Monrovia,2,,54,MON,www.cityofmonrovia.org,6269325550,13.686,Land,,"Pink - RGB 255,190,232",,383232636.071289,144060.056570105
47276,,,City,Duarte,Duarte,5,,25,DUAR,www.accessduarte.com,6263577931,6.576,Land,,"Orange - RGB 230,190,112",,186772461.353516,111786.071074148
47277,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,19129825.7900391,30053.9686504072
47278,,,City,South Pasadena,South Pasadena,4,,80,SPAS,www.ci.south-pasadena.ca.us,6264037200,3.468,Land,,"Green - RGB 203,255,112",,95202614.3193359,43466.6852751135
47279,,,City,Calabasas,Calabasas,4,,14,CLBAS,www.cityofcalabasas.com,8182241600,13.636,Land,,"Green - RGB 203,255,112",,383589484.360352,149079.669808053
47280,,,City,Burbank,Burbank,2,,13,BRB,www.burbankca.gov,8182385850,17.138,Land,,"Pink - RGB 255,190,232",,483524829.197266,102132.143373418
47281,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,53982544.6103516,48554.6908963616
47282,,,City,La Canada Flintridge,La Cañada Flintridge,4,,39,LACFL,www.lacanadaflintridge.com,8187908880,8.61,Land,,"Green - RGB 203,255,112",,241050545.670898,92280.7731106411
47283,,,City,Glendale,Glendale,3,,30,GLN,www.ci.glendale.ca.us,8185484000,30.489,Land,,"Purple - RGB 185,185,250",,853135877.119141,190483.713636621
47284,,,City,San Fernando,San Fernando,2,,70,SFER,www.ci.san-fernando.ca.us,8188981200,2.368,Land,,"Pink - RGB 255,190,232",,66111069.1699219,36555.3785848278
47285,,,City,Hidden Hills,Hidden Hills,3,,34,HDNH,www.hiddenhillscity.org,8188889281,1.711,Land,,"Purple - RGB 185,185,250",,47047820.6083984,42754.7022827473
47286,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,67343.9443359375,1137.27878096578
47287,,,City,West Hollywood,West Hollywood,3,,86,WD,www.weho.org,3238486400,1.981,Land,,"Pink - RGB 255,190,232",,52830103.7695312,57026.0511522758
47288,,,City,Alhambra,Alhambra,2,,2,ALH,www.cityofalhambra.org,6265705007,7.626,Land,,"Pink - RGB 255,190,232",,212765306.334961,69046.9292700598
47289,,,City,Beverly Hills,Beverly Hills,2,,11,BVH,www.beverlyhills.org,3102851000,5.705,Land,,"Purple - RGB 185,185,250",,159284635.700195,86932.1751429737
47290,,,City,Bell,Bell,5,,8,BELL,www.cityofbell.org,3235886211,2.613,Land,,"Orange - RGB 230,190,112",,73031992.9863281,65453.4553458319
47291,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,4876112.09179688,9993.13558075214
47292,,,City,Manhattan Beach,Manhattan Beach,4,,52,MBCH,www.ci.manhattan-beach.ca.us,3108025000,3.874,Land,,"Green - RGB 203,255,112",,109481891.355469,47788.6163744415
47293,,,City,Culver City,Culver City,3,,22,CC,www.culvercity.org,3102535851,5.019,Land,,"Purple - RGB 185,185,250",,143154908.041016,116905.357553758
47294,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,134067666.414062,81743.7494104754
47295,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,4960554.56738281,12042.9246497118
47296,,,City,Covina,Covina,3,,20,COV,www.ci.covina.ca.us,6263845400,7.001,Land,,"Purple - RGB 185,185,250",,196294544.314453,186237.2743875
47297,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,3219943.87207031,12389.8670143165
47298,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,28341655.8837891,35047.0185189313
47299,,,City,San Gabriel,San Gabriel,4,,71,SGAB,www.sangabrielcity.com,6263082800,4.106,Land,,"Green - RGB 203,255,112",,115227097.133789,96562.0362211861
47300,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,1339392.6953125,7155.35786205224
47301,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,1795388.11816406,8122.5004586345
47302,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,590719.502929688,3352.72177091666
47303,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,2921334.46777344,7458.22279777898
47304,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,15142950.1816406,26776.0949797294
47305,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,151163622.333984,83233.7359898858
47306,,,City,El Segundo,El Segundo,2,,27,ELS,www.elsegundo.org,3105242300,5.43,Land,,"Pink - RGB 255,190,232",,151655410.647461,57554.0153879344
47307,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,88747623.6162109,55021.7106862524
47308,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,69130620.8564453,58049.2682681782
47309,,,City,Lawndale,Lawndale,5,,46,LDL,www.lawndalecity.org,3109733200,1.931,Land,,"Orange - RGB 230,190,112",,54864215.5722656,36901.6703088757
47310,,,City,Gardena,Gardena,2,,28,GAR,www.ci.gardena.ca.us,3102179500,5.926,Land,,"Pink - RGB 255,190,232",,163261903.651367,65943.3714531751
47311,,,City,Hermosa Beach,Hermosa Beach,3,,33,HRBCH,www.hermosabch.org,3103180239,1.36,Land,,"Purple - RGB 185,185,250",,40469053.3349609,28584.5829753452
47312,,,City,Torrance,Torrance,3,,82,TOR,www.torranceca.gov,3103285310,19.938,Land,,"Purple - RGB 185,185,250",,573102101.166016,140095.793373703
47313,,,City,Rolling Hills Estates,Rolling Hills Estates,4,,67,RHE,www.ci.rolling-hills-estates.ca.us,3103771577,3.444,Land,,"Green - RGB 203,255,112",,100255375.079102,122696.886824356
47314,,,City,Lomita,Lomita,5,,47,LOM,www.lomita.com,3103257110,1.893,Land,,"Orange - RGB 230,190,112",,53480644.9296875,44930.0125591046
47316,,,City,La Mirada,La Mirada,3,,41,LAMIR,www.cityoflamirada.org,5629430131,7.778,Land,,"Purple - RGB 185,185,250",,218805991.414062,79824.9084605157
47317,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,365955.681640625,2697.82874173411
47318,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,4153400.37988281,9340.40206916672
47319,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,179734741.189453,100205.673104137
47320,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,70274525.921875,63609.916629538
47321,,,City,Downey,Downey,3,,24,DNY,www.downeyca.org,5629047274,12.698,Land,,"Purple - RGB 185,185,250",,350381854.662109,90479.9756133207
47322,,,City,Santa Fe Springs,Santa Fe Springs,4,,74,SFSPS,www.santafesprings.org,5628680511,8.721,Land,,"Green - RGB 203,255,112",,247463677.522461,157491.805704983
47323,,,City,Commerce,Commerce,6,,18,CMRC,www.ci.commerce.ca.us,3237224805,6.547,Land,,"Brown - RGB 215,194,158",,182709003.831055,93329.0823681018
47324,,,City,Monterey Park,Monterey Park,3,,56,MPK,www.ci.monterey-park.ca.us,6263071458,7.729,Land,,"Purple - RGB 185,185,250",,215703219.011719,79729.4863789871
47325,,,City,Artesia,Artesia,4,,4,ART,www.cityofartesia.us,5628656262,1.614,Land,,"Green - RGB 203,255,112",,45203666.4951172,40936.7138005246
47326,,,City,Bellflower,Bellflower,4,,10,BLF,www.bellflower.org,5628041424,6.145,Land,,"Green - RGB 203,255,112",,172365522.155273,59303.2327867897
47327,,,City,Cerritos,Cerritos,5,,16,CERR,www.cerritos.us,5628600311,8.792,Land,,"Orange - RGB 230,190,112",,246795357.313477,119842.60692696
47328,,,City,La Habra Heights,La Habra Heights,3,,40,LAHHT,www.la-habra-heights.org,5626946302,6.394,Land,,"Purple - RGB 185,185,250",,171716578.003906,69894.2305616828
47329,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,454503.927734375,3638.59921393858
47330,,,City,Los Angeles,Los Angeles,9,,49,LA,http://www.lacity.org,2134733231,468.852,Breakwater,,"Gray - RGB 178,178,178",,37695.33203125,3008.58728863891
47332,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,2493216.22070312,9186.56937419282
47333,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,28000.46484375,760.011257998406
47334,,,City,Los Angeles,Los Angeles,9,,49,LA,http://www.lacity.org,2134733231,468.852,Water,,"Gray - RGB 178,178,178",,1956898.83691406,6166.49993267736
47336,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,1424111.96679688,6015.46992151278
47337,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,1353492.15820312,5303.92907352204
47338,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,5867160.51855469,14131.4406157799
47339,,,City,Redondo Beach,Redondo Beach,2,,65,RBCH,www.redondo.org,3103721171,6.349,Water,,"Pink - RGB 255,190,232",,4843768.51367188,21351.8855220474
47340,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,3629760.95117188,10654.9988745292
47341,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,282924.803710938,2702.9008161993
47342,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,7031704.07324219,10612.7342030665
47343,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,6684020.52734375,14664.9351844315
47344,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,32082723.109375,24028.9648380687
47345,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,329750.197265625,3133.72196391949
47346,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,107343.450195312,1794.77224023272
47347,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,5463844.28222656,9451.49400650957
47348,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,52168153.4296875,73004.1831053563
47349,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,31866984.578125,26617.7996547272
47351,,,City,Long Beach,Long Beach,2,,48,LB,www.longbeach.gov,5625706555,50.309,Breakwater,,"Purple - RGB 185,185,250",,715241.53515625,28700.7571040125
47352,,,City,Los Angeles,Los Angeles,9,,49,LA,http://www.lacity.org,2134733231,468.852,Breakwater,,"Gray - RGB 178,178,178",,211547.751953125,8551.46049387145
47353,,,City,Los Angeles,Los Angeles,9,,49,LA,http://www.lacity.org,2134733231,468.852,Breakwater,,"Gray - RGB 178,178,178",,429066.416992188,17293.8658391123
47354,,,City,Long Beach,Long Beach,2,,48,LB,www.longbeach.gov,5625706555,50.309,Water,,"Purple - RGB 185,185,250",,4002005.28808594,20320.7806562746
47356,,,City,Los Angeles,Los Angeles,9,,49,LA,http://www.lacity.org,2134733231,468.852,Breakwater,,"Gray - RGB 178,178,178",,6927.11328125,512.492360964623
47357,,,City,Long Beach,Long Beach,2,,48,LB,www.longbeach.gov,5625706555,0,Water,,"Purple - RGB 185,185,250",,479741622.475586,387835.427528506
47358,,,City,Los Angeles,Los Angeles,9,,49,LA,http://www.lacity.org,2134733231,468.852,Land,,"Gray - RGB 178,178,178",,1182.4697265625,142.552821974204
47359,,,City,Los Angeles,Los Angeles,9,,49,LA,http://www.lacity.org,2134733231,468.852,Land,,"Gray - RGB 178,178,178",,89673949.7832031,106446.943068946
47360,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,3246422.74609375,12103.670899527
47361,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,985486.147460938,5929.16034197443
47363,,,City,Hawaiian Gardens,Hawaiian Gardens,6,,31,HG,www.hgcity.org,5624202641,0.959,Land,,"Brown - RGB 215,194,158",,26643876.8740234,25777.6906822282
47364,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,109512.58203125,1637.68091452887
47365,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,44258.2919921875,818.252517687706
47366,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,629048.041015625,5713.17601489033
47367,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,4123221.37597656,10842.1993092451
47368,,,City,Redondo Beach,Redondo Beach,2,,65,RBCH,www.redondo.org,3103721171,6.349,Breakwater,,"Pink - RGB 255,190,232",,19635.3515625,972.358984897679
47369,,,City,Redondo Beach,Redondo Beach,2,,65,RBCH,www.redondo.org,3103721171,6.349,Water,,"Pink - RGB 255,190,232",,29037.32421875,887.021501143096
47370,,,City,Redondo Beach,Redondo Beach,2,,65,RBCH,www.redondo.org,3103721171,6.349,Water,,"Pink - RGB 255,190,232",,93669.8046875,1400.97912711778
47371,,,City,Redondo Beach,Redondo Beach,2,,65,RBCH,www.redondo.org,3103721171,6.349,Pier,,"Pink - RGB 255,190,232",,86318.8427734375,3309.16338011044
47372,,,City,Redondo Beach,Redondo Beach,2,,65,RBCH,www.redondo.org,3103721171,6.349,Pier,,"Pink - RGB 255,190,232",,6338.505859375,455.834325653071
47373,,,City,Hermosa Beach,Hermosa Beach,3,,33,HRBCH,www.hermosabch.org,3103180239,1.36,Pier,,"Purple - RGB 185,185,250",,18636.3076171875,1952.19545964508
47374,,,City,Manhattan Beach,Manhattan Beach,4,,52,MBCH,www.ci.manhattan-beach.ca.us,3108025000,3.874,Pier,,"Green - RGB 203,255,112",,20975.0517578125,1456.75543115722
47378,,,City,Redondo Beach,Redondo Beach,2,,65,RBCH,www.redondo.org,3103721171,6.349,Breakwater,,"Pink - RGB 255,190,232",,372861.124023438,7634.30086767552
47379,,,City,Los Angeles,Los Angeles,9,,49,LA,http://www.lacity.org,2134733231,468.852,Breakwater,,"Gray - RGB 178,178,178",,37513.8818359375,1645.28156782854
47380,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,727448973.992188,153650.184050279
47381,,,City,Malibu,Malibu,5,,51,MBU,www.ci.malibu.ca.us,3104562489,19.613,Pier,,"Orange - RGB 230,190,112",,4943.6728515625,447.312636326574
47383,,,City,Los Angeles,Los Angeles,9,,49,LA,http://www.lacity.org,2134733231,468.852,Pier,,"Gray - RGB 178,178,178",,33618.4677734375,2764.22860165886
47384,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Land,,"Yellow - RGB 255,255,115",,3557748.78613281,8230.47855306739
47385,,,Unincorporated,Unincorporated,CO,1,,0,UNINC,www.lacounty.gov,2139744321,0,Water,,"Yellow - RGB 255,255,115",,15778607.8525391,47114.3911545359
47386,,,City,Los Angeles,Los Angeles,9,,49,LA,http://www.lacity.org,2134733231,468.852,Breakwater,,"Gray - RGB 178,178,178",,2041.0498046875,233.492202098792
